NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
NABA_ECM_REGULATORS%MSIGDB_C2%NABA_ECM_REGULATORS	NABA_ECM_REGULATORS%MSIGDB_C2%NABA_ECM_REGULATORS		157	0.7553676	2.244631	0.0	0.0	0.0	1276	tags=34%, list=8%, signal=37%	
REGULATION OF CELLULAR RESPONSE TO GROWTH FACTOR STIMULUS%GOBP%GO:0090287	REGULATION OF CELLULAR RESPONSE TO GROWTH FACTOR STIMULUS%GOBP%GO:0090287		146	0.75667375	2.238035	0.0	0.0	0.0	1872	tags=39%, list=12%, signal=44%	
BLOOD VESSEL DEVELOPMENT%GOBP%GO:0001568	BLOOD VESSEL DEVELOPMENT%GOBP%GO:0001568		186	0.73961985	2.2261522	0.0	0.0	0.0	1933	tags=49%, list=13%, signal=56%	
BLOOD VESSEL MORPHOGENESIS%GOBP%GO:0048514	BLOOD VESSEL MORPHOGENESIS%GOBP%GO:0048514		165	0.7383462	2.2150207	0.0	0.0	0.0	1933	tags=50%, list=13%, signal=57%	
HALLMARK_UV_RESPONSE_DN%MSIGDB_C2%HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN%MSIGDB_C2%HALLMARK_UV_RESPONSE_DN		142	0.7483715	2.2142162	0.0	0.0	0.0	1729	tags=37%, list=11%, signal=41%	
ANGIOGENESIS%GOBP%GO:0001525	ANGIOGENESIS%GOBP%GO:0001525		126	0.7413549	2.2110589	0.0	0.0	0.0	1933	tags=51%, list=13%, signal=58%	
REGULATION OF TRANSMEMBRANE RECEPTOR PROTEIN SERINE/THREONINE KINASE SIGNALING PATHWAY%GOBP%GO:0090092	REGULATION OF TRANSMEMBRANE RECEPTOR PROTEIN SERINE/THREONINE KINASE SIGNALING PATHWAY%GOBP%GO:0090092		136	0.74548006	2.210289	0.0	0.0	0.0	1841	tags=38%, list=12%, signal=42%	
RENAL SYSTEM DEVELOPMENT%GOBP%GO:0072001	RENAL SYSTEM DEVELOPMENT%GOBP%GO:0072001		116	0.7535761	2.2046316	0.0	0.0	0.0	1933	tags=46%, list=13%, signal=52%	
HEART DEVELOPMENT%GOBP%GO:0007507	HEART DEVELOPMENT%GOBP%GO:0007507		189	0.72590256	2.2044444	0.0	0.0	0.0	1988	tags=43%, list=13%, signal=49%	
KIDNEY DEVELOPMENT%GOBP%GO:0001822	KIDNEY DEVELOPMENT%GOBP%GO:0001822		107	0.755803	2.1967406	0.0	0.0	0.0	1836	tags=46%, list=12%, signal=52%	
AMINOGLYCAN BIOSYNTHETIC PROCESS%GOBP%GO:0006023	AMINOGLYCAN BIOSYNTHETIC PROCESS%GOBP%GO:0006023		92	0.7761302	2.1956255	0.0	0.0	0.0	1862	tags=41%, list=12%, signal=47%	
GLYCOSAMINOGLYCAN METABOLIC PROCESS%GOBP%GO:0030203	GLYCOSAMINOGLYCAN METABOLIC PROCESS%GOBP%GO:0030203		114	0.7435005	2.1866763	0.0	0.0	0.0	1862	tags=37%, list=12%, signal=42%	
GLYCOSAMINOGLYCAN BIOSYNTHETIC PROCESS%GOBP%GO:0006024	GLYCOSAMINOGLYCAN BIOSYNTHETIC PROCESS%GOBP%GO:0006024		91	0.77762586	2.1809518	0.0	0.0	0.0	1862	tags=42%, list=12%, signal=47%	
DEGRADATION OF THE EXTRACELLULAR MATRIX%REACTOME DATABASE ID RELEASE 61%1474228	DEGRADATION OF THE EXTRACELLULAR MATRIX%REACTOME DATABASE ID RELEASE 61%1474228		86	0.783217	2.1763844	0.0	0.0	0.0	1718	tags=42%, list=11%, signal=47%	
ALZHEIMER DISEASE-PRESENILIN PATHWAY%PANTHER PATHWAY%P00004	ALZHEIMER DISEASE-PRESENILIN PATHWAY%PANTHER PATHWAY%P00004		92	0.7675729	2.1729271	0.0	0.0	0.0	2196	tags=47%, list=14%, signal=54%	
UROGENITAL SYSTEM DEVELOPMENT%GOBP%GO:0001655	UROGENITAL SYSTEM DEVELOPMENT%GOBP%GO:0001655		124	0.7440075	2.16876	0.0	0.0	0.0	1933	tags=44%, list=13%, signal=49%	
INTEGRINS IN ANGIOGENESIS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%INTEGRINS IN ANGIOGENESIS	INTEGRINS IN ANGIOGENESIS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%INTEGRINS IN ANGIOGENESIS		59	0.80536497	2.166776	0.0	0.0	0.0	1466	tags=46%, list=10%, signal=50%	
PID_INTEGRIN3_PATHWAY%MSIGDB_C2%PID_INTEGRIN3_PATHWAY	PID_INTEGRIN3_PATHWAY%MSIGDB_C2%PID_INTEGRIN3_PATHWAY		39	0.8624161	2.159337	0.0	0.0	0.0	1300	tags=59%, list=9%, signal=64%	
ENDODERM DEVELOPMENT%GOBP%GO:0007492	ENDODERM DEVELOPMENT%GOBP%GO:0007492		42	0.84012836	2.1566374	0.0	0.0	0.0	1300	tags=45%, list=9%, signal=49%	
INTEGRIN SIGNALLING PATHWAY%PANTHER PATHWAY%P00034	INTEGRIN SIGNALLING PATHWAY%PANTHER PATHWAY%P00034		157	0.72100806	2.1521754	0.0	0.0	0.0	1479	tags=32%, list=10%, signal=36%	
ECM PROTEOGLYCANS%REACTOME%R-HSA-3000178.2	ECM PROTEOGLYCANS%REACTOME%R-HSA-3000178.2		46	0.8447092	2.1507046	0.0	0.0	0.0	1479	tags=59%, list=10%, signal=65%	
ENDODERM FORMATION%GOBP%GO:0001706	ENDODERM FORMATION%GOBP%GO:0001706		38	0.851068	2.150521	0.0	0.0	0.0	1287	tags=47%, list=8%, signal=52%	
GLYCOSAMINOGLYCAN METABOLISM%REACTOME%R-HSA-1630316.2	GLYCOSAMINOGLYCAN METABOLISM%REACTOME%R-HSA-1630316.2		109	0.7441753	2.1498172	0.0	0.0	0.0	1802	tags=35%, list=12%, signal=39%	
CADHERIN SIGNALING PATHWAY%PANTHER PATHWAY%P00012	CADHERIN SIGNALING PATHWAY%PANTHER PATHWAY%P00012		123	0.74099904	2.142815	0.0	0.0	0.0	2229	tags=50%, list=15%, signal=59%	
CHONDROITIN SULFATE DERMATAN SULFATE METABOLISM%REACTOME DATABASE ID RELEASE 61%1793185	CHONDROITIN SULFATE DERMATAN SULFATE METABOLISM%REACTOME DATABASE ID RELEASE 61%1793185		47	0.8212591	2.14026	0.0	0.0	0.0	1249	tags=43%, list=8%, signal=46%	
REGULATION OF IGF ACTIVITY BY IGFBP%REACTOME DATABASE ID RELEASE 61%381426	REGULATION OF IGF ACTIVITY BY IGFBP%REACTOME DATABASE ID RELEASE 61%381426		90	0.7593517	2.1383395	0.0	0.0	0.0	1718	tags=41%, list=11%, signal=46%	
GASTRULATION%GOBP%GO:0007369	GASTRULATION%GOBP%GO:0007369		67	0.78362095	2.1363983	0.0	0.0	0.0	1287	tags=43%, list=8%, signal=47%	
BETA3 INTEGRIN CELL SURFACE INTERACTIONS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BETA3 INTEGRIN CELL SURFACE INTERACTIONS	BETA3 INTEGRIN CELL SURFACE INTERACTIONS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BETA3 INTEGRIN CELL SURFACE INTERACTIONS		39	0.8624161	2.1363537	0.0	0.0	0.0	1300	tags=59%, list=9%, signal=64%	
FORMATION OF PRIMARY GERM LAYER%GOBP%GO:0001704	FORMATION OF PRIMARY GERM LAYER%GOBP%GO:0001704		60	0.7962392	2.1291683	0.0	0.0	0.0	1287	tags=45%, list=8%, signal=49%	
INTEGRIN CELL SURFACE INTERACTIONS%REACTOME DATABASE ID RELEASE 61%216083	INTEGRIN CELL SURFACE INTERACTIONS%REACTOME DATABASE ID RELEASE 61%216083		61	0.7876298	2.120663	0.0	0.0	0.0	986	tags=36%, list=6%, signal=38%	
ELASTIC FIBRE FORMATION%REACTOME DATABASE ID RELEASE 61%1566948	ELASTIC FIBRE FORMATION%REACTOME DATABASE ID RELEASE 61%1566948		40	0.8414366	2.119505	0.0	0.0	0.0	1873	tags=70%, list=12%, signal=80%	
NEGATIVE REGULATION OF CELLULAR RESPONSE TO GROWTH FACTOR STIMULUS%GOBP%GO:0090288	NEGATIVE REGULATION OF CELLULAR RESPONSE TO GROWTH FACTOR STIMULUS%GOBP%GO:0090288		77	0.7668896	2.1153948	0.0	0.0	0.0	1841	tags=44%, list=12%, signal=50%	
POST-TRANSLATIONAL PROTEIN PHOSPHORYLATION%REACTOME%R-HSA-8957275.1	POST-TRANSLATIONAL PROTEIN PHOSPHORYLATION%REACTOME%R-HSA-8957275.1		79	0.76091367	2.114546	0.0	0.0	0.0	1896	tags=43%, list=12%, signal=49%	
OSSIFICATION%GOBP%GO:0001503	OSSIFICATION%GOBP%GO:0001503		106	0.7446441	2.1115243	0.0	0.0	0.0	1228	tags=27%, list=8%, signal=30%	
DISEASES ASSOCIATED WITH O-GLYCOSYLATION OF PROTEINS%REACTOME DATABASE ID RELEASE 61%3906995	DISEASES ASSOCIATED WITH O-GLYCOSYLATION OF PROTEINS%REACTOME DATABASE ID RELEASE 61%3906995		43	0.8195329	2.108942	0.0	0.0	0.0	1400	tags=49%, list=9%, signal=54%	
EXTRACELLULAR MATRIX DISASSEMBLY%GOBP%GO:0022617	EXTRACELLULAR MATRIX DISASSEMBLY%GOBP%GO:0022617		60	0.77969265	2.1047301	0.0	0.0	0.0	1718	tags=43%, list=11%, signal=49%	
NABA_BASEMENT_MEMBRANES%MSIGDB_C2%NABA_BASEMENT_MEMBRANES	NABA_BASEMENT_MEMBRANES%MSIGDB_C2%NABA_BASEMENT_MEMBRANES		37	0.853142	2.104457	0.0	0.0	0.0	1483	tags=65%, list=10%, signal=72%	
EYE DEVELOPMENT%GOBP%GO:0001654	EYE DEVELOPMENT%GOBP%GO:0001654		108	0.72773874	2.1018205	0.0	0.0	0.0	2481	tags=46%, list=16%, signal=55%	
REGULATION OF BMP SIGNALING PATHWAY%GOBP%GO:0030510	REGULATION OF BMP SIGNALING PATHWAY%GOBP%GO:0030510		44	0.8204235	2.1010642	0.0	0.0	0.0	1841	tags=55%, list=12%, signal=62%	
NEPHRON DEVELOPMENT%GOBP%GO:0072006	NEPHRON DEVELOPMENT%GOBP%GO:0072006		61	0.7849721	2.0988991	0.0	0.0	0.0	1561	tags=48%, list=10%, signal=53%	
MUCOPOLYSACCHARIDE METABOLIC PROCESS%GOBP%GO:1903510	MUCOPOLYSACCHARIDE METABOLIC PROCESS%GOBP%GO:1903510		77	0.7555751	2.0978358	0.0	0.0	0.0	1802	tags=38%, list=12%, signal=43%	
DEFECTIVE B3GALTL CAUSES PETERS-PLUS SYNDROME (PPS)%REACTOME%R-HSA-5083635.1	DEFECTIVE B3GALTL CAUSES PETERS-PLUS SYNDROME (PPS)%REACTOME%R-HSA-5083635.1		32	0.8690121	2.095069	0.0	0.0	0.0	1400	tags=59%, list=9%, signal=65%	
SYNDECAN-1-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SYNDECAN-1-MEDIATED SIGNALING EVENTS	SYNDECAN-1-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SYNDECAN-1-MEDIATED SIGNALING EVENTS		37	0.840275	2.0859315	0.0	0.0	0.0	1076	tags=51%, list=7%, signal=55%	
ENDODERMAL CELL DIFFERENTIATION%GOBP%GO:0035987	ENDODERMAL CELL DIFFERENTIATION%GOBP%GO:0035987		31	0.8763714	2.0818985	0.0	0.0	0.0	697	tags=42%, list=5%, signal=44%	
TUBE DEVELOPMENT%GOBP%GO:0035295	TUBE DEVELOPMENT%GOBP%GO:0035295		184	0.689937	2.0802975	0.0	0.0	0.0	1920	tags=39%, list=13%, signal=44%	
COLLAGEN FIBRIL ORGANIZATION%GOBP%GO:0030199	COLLAGEN FIBRIL ORGANIZATION%GOBP%GO:0030199		24	0.9136093	2.0773962	0.0	0.0	0.0	790	tags=71%, list=5%, signal=75%	
HEART MORPHOGENESIS%GOBP%GO:0003007	HEART MORPHOGENESIS%GOBP%GO:0003007		109	0.72490865	2.0748034	0.0	0.0	0.0	1875	tags=42%, list=12%, signal=48%	
GLYCOSAMINOGLYCAN CATABOLIC PROCESS%GOBP%GO:0006027	GLYCOSAMINOGLYCAN CATABOLIC PROCESS%GOBP%GO:0006027		47	0.80294377	2.0722446	0.0	0.0	0.0	897	tags=34%, list=6%, signal=36%	
DISEASES ASSOCIATED WITH GLYCOSAMINOGLYCAN METABOLISM%REACTOME%R-HSA-3560782.2	DISEASES ASSOCIATED WITH GLYCOSAMINOGLYCAN METABOLISM%REACTOME%R-HSA-3560782.2		23	0.9012923	2.0696707	0.0	0.0	0.0	356	tags=52%, list=2%, signal=53%	
O-LINKED GLYCOSYLATION%REACTOME%R-HSA-5173105.3	O-LINKED GLYCOSYLATION%REACTOME%R-HSA-5173105.3		83	0.7400865	2.063708	0.0	0.0	0.0	1676	tags=36%, list=11%, signal=40%	
SENSORY ORGAN DEVELOPMENT%GOBP%GO:0007423	SENSORY ORGAN DEVELOPMENT%GOBP%GO:0007423		143	0.69634265	2.0623772	0.0	0.0	0.0	2481	tags=42%, list=16%, signal=50%	
AMINOGLYCAN METABOLIC PROCESS%GOBP%GO:0006022	AMINOGLYCAN METABOLIC PROCESS%GOBP%GO:0006022		122	0.7004217	2.061438	0.0	0.0	0.0	1862	tags=34%, list=12%, signal=39%	
PROTEOGLYCAN METABOLIC PROCESS%GOBP%GO:0006029	PROTEOGLYCAN METABOLIC PROCESS%GOBP%GO:0006029		54	0.7910708	2.0609334	0.0	0.0	0.0	1249	tags=39%, list=8%, signal=42%	
O-GLYCOSYLATION OF TSR DOMAIN-CONTAINING PROTEINS%REACTOME DATABASE ID RELEASE 61%5173214	O-GLYCOSYLATION OF TSR DOMAIN-CONTAINING PROTEINS%REACTOME DATABASE ID RELEASE 61%5173214		33	0.85825706	2.0593708	0.0	0.0	0.0	1400	tags=58%, list=9%, signal=63%	
A TETRASACCHARIDE LINKER SEQUENCE IS REQUIRED FOR GAG SYNTHESIS%REACTOME DATABASE ID RELEASE 61%1971475	A TETRASACCHARIDE LINKER SEQUENCE IS REQUIRED FOR GAG SYNTHESIS%REACTOME DATABASE ID RELEASE 61%1971475		24	0.895198	2.058236	0.0	0.0	0.0	703	tags=46%, list=5%, signal=48%	
HALLMARK_APICAL_JUNCTION%MSIGDB_C2%HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION%MSIGDB_C2%HALLMARK_APICAL_JUNCTION		182	0.6781286	2.0579593	0.0	0.0	0.0	1616	tags=32%, list=11%, signal=36%	
NEGATIVE REGULATION OF TRANSMEMBRANE RECEPTOR PROTEIN SERINE/THREONINE KINASE SIGNALING PATHWAY%GOBP%GO:0090101	NEGATIVE REGULATION OF TRANSMEMBRANE RECEPTOR PROTEIN SERINE/THREONINE KINASE SIGNALING PATHWAY%GOBP%GO:0090101		62	0.7638009	2.0558896	0.0	0.0	0.0	1841	tags=40%, list=12%, signal=46%	
SYNAPSE ORGANIZATION%GOBP%GO:0050808	SYNAPSE ORGANIZATION%GOBP%GO:0050808		79	0.7352097	2.0552454	0.0	0.0	0.0	2374	tags=46%, list=16%, signal=54%	
HEPARAN SULFATE HEPARIN (HS-GAG) METABOLISM%REACTOME DATABASE ID RELEASE 61%1638091	HEPARAN SULFATE HEPARIN (HS-GAG) METABOLISM%REACTOME DATABASE ID RELEASE 61%1638091		48	0.7843666	2.0541694	0.0	0.0	0.0	777	tags=29%, list=5%, signal=31%	
PID_UPA_UPAR_PATHWAY%MSIGDB_C2%PID_UPA_UPAR_PATHWAY	PID_UPA_UPAR_PATHWAY%MSIGDB_C2%PID_UPA_UPAR_PATHWAY		33	0.83554876	2.0491133	0.0	0.0	0.0	1366	tags=42%, list=9%, signal=47%	
DEFECTIVE B4GALT7 CAUSES EDS, PROGEROID TYPE%REACTOME%R-HSA-3560783.1	DEFECTIVE B4GALT7 CAUSES EDS, PROGEROID TYPE%REACTOME%R-HSA-3560783.1		18	0.92856234	2.0464127	0.0	0.0	0.0	356	tags=50%, list=2%, signal=51%	
HALLMARK_COAGULATION%MSIGDB_C2%HALLMARK_COAGULATION	HALLMARK_COAGULATION%MSIGDB_C2%HALLMARK_COAGULATION		107	0.70536184	2.043933	0.0	0.0	0.0	1668	tags=29%, list=11%, signal=32%	
UROKINASE-TYPE PLASMINOGEN ACTIVATOR (UPA) AND UPAR-MEDIATED SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%UROKINASE-TYPE PLASMINOGEN ACTIVATOR (UPA) AND UPAR-MEDIATED SIGNALING	UROKINASE-TYPE PLASMINOGEN ACTIVATOR (UPA) AND UPAR-MEDIATED SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%UROKINASE-TYPE PLASMINOGEN ACTIVATOR (UPA) AND UPAR-MEDIATED SIGNALING		33	0.83554876	2.0435812	0.0	0.0	0.0	1366	tags=42%, list=9%, signal=47%	
TUBE MORPHOGENESIS%GOBP%GO:0035239	TUBE MORPHOGENESIS%GOBP%GO:0035239		135	0.69210404	2.0332012	0.0	0.0	0.0	1903	tags=39%, list=13%, signal=44%	
HALLMARK_MYOGENESIS%MSIGDB_C2%HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS%MSIGDB_C2%HALLMARK_MYOGENESIS		169	0.68256426	2.03211	0.0	0.0	0.0	2006	tags=37%, list=13%, signal=42%	
BINDING AND UPTAKE OF LIGANDS BY SCAVENGER RECEPTORS%REACTOME%R-HSA-2173782.1	BINDING AND UPTAKE OF LIGANDS BY SCAVENGER RECEPTORS%REACTOME%R-HSA-2173782.1		32	0.83648795	2.0319238	0.0	0.0	0.0	328	tags=31%, list=2%, signal=32%	
DEFECTIVE B3GAT3 CAUSES JDSSDHD%REACTOME%R-HSA-3560801.1	DEFECTIVE B3GAT3 CAUSES JDSSDHD%REACTOME%R-HSA-3560801.1		18	0.92856234	2.0315392	0.0	0.0	0.0	356	tags=50%, list=2%, signal=51%	
PROTEOGLYCAN BIOSYNTHETIC PROCESS%GOBP%GO:0030166	PROTEOGLYCAN BIOSYNTHETIC PROCESS%GOBP%GO:0030166		41	0.8095706	2.028891	0.0	0.0	0.0	1802	tags=49%, list=12%, signal=55%	
REGULATION OF AXONOGENESIS%GOBP%GO:0050770	REGULATION OF AXONOGENESIS%GOBP%GO:0050770		71	0.73740596	2.0286849	0.0	0.0	0.0	2313	tags=48%, list=15%, signal=56%	
DEFECTIVE B3GALT6 CAUSES EDSP2 AND SEMDJL1%REACTOME DATABASE ID RELEASE 61%4420332	DEFECTIVE B3GALT6 CAUSES EDSP2 AND SEMDJL1%REACTOME DATABASE ID RELEASE 61%4420332		18	0.92856234	2.0263479	0.0	0.0	0.0	356	tags=50%, list=2%, signal=51%	
NABA_PROTEOGLYCANS%MSIGDB_C2%NABA_PROTEOGLYCANS	NABA_PROTEOGLYCANS%MSIGDB_C2%NABA_PROTEOGLYCANS		27	0.87113297	2.0261033	0.0	0.0	0.0	1186	tags=67%, list=8%, signal=72%	
BONE DEVELOPMENT%GOBP%GO:0060348	BONE DEVELOPMENT%GOBP%GO:0060348		53	0.77734107	2.0186887	0.0	8.7609515E-6	0.001	1408	tags=40%, list=9%, signal=44%	
CAMERA-TYPE EYE DEVELOPMENT%GOBP%GO:0043010	CAMERA-TYPE EYE DEVELOPMENT%GOBP%GO:0043010		79	0.72744304	2.0150878	0.0	8.6687305E-6	0.001	2393	tags=49%, list=16%, signal=58%	
REGULATION OF OSTEOBLAST DIFFERENTIATION%GOBP%GO:0045667	REGULATION OF OSTEOBLAST DIFFERENTIATION%GOBP%GO:0045667		59	0.75091034	2.0125155	0.0	8.578431E-6	0.001	1896	tags=53%, list=12%, signal=60%	
SYNAPSE ASSEMBLY%GOBP%GO:0007416	SYNAPSE ASSEMBLY%GOBP%GO:0007416		48	0.769844	2.0104585	0.0	8.489994E-6	0.001	1601	tags=42%, list=11%, signal=46%	
POSITIVE REGULATION OF TRANSMEMBRANE RECEPTOR PROTEIN SERINE/THREONINE KINASE SIGNALING PATHWAY%GOBP%GO:0090100	POSITIVE REGULATION OF TRANSMEMBRANE RECEPTOR PROTEIN SERINE/THREONINE KINASE SIGNALING PATHWAY%GOBP%GO:0090100		70	0.72348493	2.0095909	0.0	8.403361E-6	0.001	1836	tags=36%, list=12%, signal=40%	
DIGESTIVE TRACT DEVELOPMENT%GOBP%GO:0048565	DIGESTIVE TRACT DEVELOPMENT%GOBP%GO:0048565		46	0.77727574	2.0094907	0.0	8.318479E-6	0.001	1920	tags=46%, list=13%, signal=52%	
REGULATION OF OSSIFICATION%GOBP%GO:0030278	REGULATION OF OSSIFICATION%GOBP%GO:0030278		95	0.7166334	2.008329	0.0	8.2352935E-6	0.001	1896	tags=47%, list=12%, signal=54%	
DIGESTIVE SYSTEM DEVELOPMENT%GOBP%GO:0055123	DIGESTIVE SYSTEM DEVELOPMENT%GOBP%GO:0055123		48	0.78459144	2.0078979	0.0	8.153756E-6	0.001	1920	tags=46%, list=13%, signal=52%	
